nirf_id,program_level,program_duration,academic_year,sanctioned_intake
IR-O-C-37031,PG,2 Years,2022-23,87
IR-B-U-0448,UG,3 Years,2023-24,180
IR-B-U-0448,UG,3 Years,2022-23,135
IR-B-U-0448,UG,3 Years,2021-22,95
IR-B-U-0448,PG,6 Years,2023-24,90
IR-B-U-0448,PG,6 Years,2022-23,120
IR-B-U-0448,PG,6 Years,2021-22,120
IR-B-U-0448,PG,6 Years,2020-21,120
IR-B-U-0448,PG,6 Years,2019-20,120
IR-B-U-0448,PG,6 Years,2018-19,120
IR-M-C-16488,PG,2 Years,2019-20,60
IR-M-C-16488,PG,2 Years,2018-19,60
IR-E-C-16554,UG,4 Years,2024-25,420
IR-E-C-16554,UG,4 Years,2023-24,360
IR-E-C-16554,UG,4 Years,2022-23,390
IR-E-C-16554,UG,4 Years,2021-22,390
IR-E-C-37105,UG,4 Years,2024-25,960
IR-E-C-37105,UG,4 Years,2023-24,900
IR-E-C-37105,UG,4 Years,2022-23,900
IR-E-C-37105,UG,4 Years,2021-22,900
IR-E-C-37105,PG,2 Years,2024-25,120
IR-E-C-37105,PG,2 Years,2023-24,120
IR-E-C-16521,UG,4 Years,2023-24,340
IR-E-C-16521,UG,4 Years,2022-23,300
IR-E-C-16521,PG,2 Years,2023-24,141
IR-E-C-16521,PG,2 Years,2022-23,150
IR-E-C-16580,UG,4 Years,2024-25,420
IR-E-C-16580,UG,4 Years,2023-24,360
IR-E-C-16580,UG,4 Years,2022-23,300
IR-E-C-16580,PG,2 Years,2024-25,90
IR-E-C-16580,PG,2 Years,2023-24,90
IR-E-C-27076,UG,4 Years,2024-25,270
IR-E-C-27076,UG,4 Years,2023-24,300
IR-E-C-27076,PG,2 Years,2024-25,36
IR-E-C-27076,PG,2 Years,2023-24,36
IR-E-C-25066,UG,4 Years,2024-25,540
IR-E-C-25066,UG,4 Years,2023-24,420
IR-E-C-25066,UG,4 Years,2022-23,420
IR-E-C-25066,UG,4 Years,2021-22,420
IR-E-C-25066,PG,2 Years,2024-25,18
IR-E-C-25066,PG,2 Years,2023-24,18
IR-E-C-26785,UG,4 Years,2024-25,630
IR-E-C-26785,UG,4 Years,2023-24,630
IR-E-C-26785,PG,2 Years,2024-25,30
IR-E-C-26785,PG,2 Years,2023-24,30
IR-E-C-26797,UG,4 Years,2024-25,315
IR-E-C-26797,UG,4 Years,2023-24,405
IR-E-C-16488,UG,4 Years,2024-25,360
IR-E-C-16488,UG,4 Years,2023-24,360
IR-E-C-16488,UG,4 Years,2022-23,330
IR-E-C-16488,UG,4 Years,2021-22,300
IR-E-C-16488,PG,2 Years,2024-25,24
IR-E-C-16488,PG,2 Years,2023-24,24
IR-E-C-26795,UG,4 Years,2024-25,705
IR-E-C-26795,UG,4 Years,2023-24,705
IR-E-C-26795,PG,2 Years,2024-25,126
IR-E-C-26795,PG,2 Years,2023-24,126
IR-E-C-27041,UG,4 Years,2024-25,690
IR-E-C-27041,PG,2 Years,2024-25,168
IR-E-C-16526,UG,4 Years,2023-24,330
IR-E-C-16526,UG,4 Years,2022-23,330
IR-E-C-16526,UG,4 Years,2021-22,330
IR-E-C-16526,UG,4 Years,2020-21,330
IR-E-C-16526,PG,2 Years,2023-24,36
IR-E-C-16526,PG,2 Years,2022-23,36
IR-E-C-25028,UG,4 Years,2024-25,720
IR-E-C-25028,UG,4 Years,2023-24,600
IR-E-C-25028,PG,2 Years,2024-25,27
IR-E-C-25028,PG,2 Years,2023-24,27
IR-E-C-26807,UG,4 Years,2024-25,360
IR-E-C-26807,UG,4 Years,2023-24,360
IR-E-C-26807,PG,2 Years,2024-25,45
IR-E-C-26807,PG,2 Years,2023-24,45
IR-E-C-16541,UG,4 Years,2024-25,420
IR-E-C-16541,UG,4 Years,2023-24,360
IR-E-C-16541,UG,4 Years,2022-23,300
IR-E-C-16541,PG,2 Years,2024-25,36
IR-E-C-16541,PG,2 Years,2023-24,36
IR-O-C-24992,UG,4 Years,2023-24,510
IR-O-C-24992,UG,4 Years,2022-23,1057
IR-O-C-24992,UG,4 Years,2021-22,390
IR-O-C-24992,UG,4 Years,2020-21,480
IR-O-C-24992,PG,2 Years,2023-24,60
IR-O-C-24992,PG,2 Years,2022-23,57
IR-O-C-37031,UG,4 Years,2024-25,360
IR-O-C-37031,PG,2 Years,2024-25,87
IR-I-C-26802,UG,4 Years,2022-23,330
IR-I-C-26802,UG,4 Years,2021-22,330
IR-I-C-26802,UG,4 Years,2020-21,420
IR-I-C-26802,UG,4 Years,2019-20,420
IR-I-C-26802,PG,2 Years,2022-23,18
IR-I-C-26802,PG,2 Years,2021-22,18
